AmountSpent,InteractionID,LoginFrequency,TransactionYear,ChurnStatus,ProductCategory_Clothing,ProductCategory_Electronics,ProductCategory_Furniture,ProductCategory_Groceries,InteractionType_Feedback,InteractionType_Inquiry,InteractionType_No Interaction,ResolutionStatus_Resolved,ResolutionStatus_Unresolved,ServiceUsage_Online Banking,ServiceUsage_Website
273.08,6401.0,19,2022,0,False,False,False,True,False,False,False,True,False,False,False
414.86,4991.0,19,2022,0,False,False,False,False,False,False,False,False,True,False,False
414.86,6401.0,19,2022,0,False,False,False,False,False,False,False,True,False,False,False
76.78,2733.0,12,2022,0,True,False,False,False,False,False,False,True,False,False,False
128.8,2733.0,12,2022,0,False,False,False,False,False,False,False,True,False,False,False
431.03,2733.0,12,2022,0,False,False,True,False,False,False,False,True,False,False,False
485.5,2733.0,12,2022,0,False,False,False,True,False,False,False,True,False,False,False
21.11,2733.0,12,2022,0,True,False,False,False,False,False,False,True,False,False,False
330.41,8432.0,27,2022,0,False,False,False,True,True,False,False,True,False,False,False
392.9,8432.0,27,2022,0,False,False,False,False,True,False,False,True,False,False,False
41.46,8432.0,27,2022,0,False,False,False,True,True,False,False,True,False,False,False
318.48,3912.0,45,2022,1,False,False,False,False,False,False,False,True,False,False,False
45.91,3912.0,45,2022,1,False,False,True,False,False,False,False,True,False,False,False
207.37,3912.0,45,2022,1,True,False,False,False,False,False,False,True,False,False,False
288.66,9414.0,22,2022,0,False,False,False,False,True,False,False,False,True,False,False
344.59,9414.0,22,2022,0,False,False,True,False,True,False,False,False,True,False,False
390.78,9414.0,22,2022,0,False,True,False,False,True,False,False,False,True,False,False
415.81,9414.0,22,2022,0,False,True,False,False,True,False,False,False,True,False,False
191.92,9414.0,22,2022,0,True,False,False,False,True,False,False,False,True,False,False
172.02,9414.0,22,2022,0,False,False,False,True,True,False,False,False,True,False,False
348.97,9414.0,22,2022,0,True,False,False,False,True,False,False,False,True,False,False
57.85,9414.0,22,2022,0,False,False,False,True,True,False,False,False,True,False,False
56.85,4174.0,42,2022,0,False,True,False,False,False,False,False,False,True,True,False
56.85,2029.0,42,2022,0,False,True,False,False,False,True,False,False,True,True,False
329.36,4174.0,42,2022,0,False,False,False,False,False,False,False,False,True,True,False
329.36,2029.0,42,2022,0,False,False,False,False,False,True,False,False,True,True,False
467.92,4174.0,42,2022,0,False,True,False,False,False,False,False,False,True,True,False
467.92,2029.0,42,2022,0,False,True,False,False,False,True,False,False,True,True,False
339.61,4174.0,42,2022,0,False,False,True,False,False,False,False,False,True,True,False
339.61,2029.0,42,2022,0,False,False,True,False,False,True,False,False,True,True,False
325.01,4174.0,42,2022,0,False,True,False,False,False,False,False,False,True,True,False
325.01,2029.0,42,2022,0,False,True,False,False,False,True,False,False,True,True,False
183.51,4174.0,42,2022,0,False,True,False,False,False,False,False,False,True,True,False
183.51,2029.0,42,2022,0,False,True,False,False,False,True,False,False,True,True,False
438.71,8538.0,34,2022,0,False,False,False,False,False,True,False,True,False,False,True
438.71,3691.0,34,2022,0,False,False,False,False,True,False,False,False,True,False,True
25.15,8538.0,34,2022,0,True,False,False,False,False,True,False,True,False,False,True
25.15,3691.0,34,2022,0,True,False,False,False,True,False,False,False,True,False,True
389.21,8538.0,34,2022,0,True,False,False,False,False,True,False,True,False,False,True
389.21,3691.0,34,2022,0,True,False,False,False,True,False,False,False,True,False,True
257.88,3289.0,38,2022,0,False,False,False,False,False,False,False,True,False,False,True
257.88,4606.0,38,2022,0,False,False,False,False,False,False,False,False,True,False,True
448.78,3289.0,38,2022,0,False,True,False,False,False,False,False,True,False,False,True
448.78,4606.0,38,2022,0,False,True,False,False,False,False,False,False,True,False,True
314.38,6635.0,23,2022,0,True,False,False,False,False,True,False,True,False,True,False
314.38,5130.0,23,2022,0,True,False,False,False,False,False,False,True,False,True,False
101.96,6635.0,23,2022,0,False,False,True,False,False,True,False,True,False,True,False
101.96,5130.0,23,2022,0,False,False,True,False,False,False,False,True,False,True,False
184.39,6635.0,23,2022,0,True,False,False,False,False,True,False,True,False,True,False
184.39,5130.0,23,2022,0,True,False,False,False,False,False,False,True,False,True,False
194.45,6635.0,23,2022,0,False,False,False,False,False,True,False,True,False,True,False
194.45,5130.0,23,2022,0,False,False,False,False,False,False,False,True,False,True,False
313.38,6635.0,23,2022,0,False,False,False,False,False,True,False,True,False,True,False
313.38,5130.0,23,2022,0,False,False,False,False,False,False,False,True,False,True,False
460.5,-1.0,48,2022,0,False,False,False,True,False,False,True,False,False,False,False
315.06,-1.0,48,2022,0,False,True,False,False,False,False,True,False,False,False,False
111.98,-1.0,48,2022,0,False,False,False,True,False,False,True,False,False,False,False
127.97,-1.0,48,2022,0,False,False,False,False,False,False,True,False,False,False,False
210.01,-1.0,48,2022,0,True,False,False,False,False,False,True,False,False,False,False
356.54,8219.0,24,2022,1,True,False,False,False,True,False,False,True,False,False,False
332.46,8219.0,24,2022,1,False,False,False,True,True,False,False,True,False,False,False
383.48,7853.0,44,2022,0,True,False,False,False,True,False,False,True,False,True,False
383.48,5032.0,44,2022,0,True,False,False,False,True,False,False,False,True,True,False
242.66,7853.0,44,2022,0,False,False,True,False,True,False,False,True,False,True,False
242.66,5032.0,44,2022,0,False,False,True,False,True,False,False,False,True,True,False
240.24,7853.0,44,2022,0,True,False,False,False,True,False,False,True,False,True,False
240.24,5032.0,44,2022,0,True,False,False,False,True,False,False,False,True,True,False
111.43,7853.0,44,2022,0,False,False,True,False,True,False,False,True,False,True,False
111.43,5032.0,44,2022,0,False,False,True,False,True,False,False,False,True,True,False
51.23,7853.0,44,2022,0,False,True,False,False,True,False,False,True,False,True,False
51.23,5032.0,44,2022,0,False,True,False,False,True,False,False,False,True,True,False
269.06,7853.0,44,2022,0,False,False,False,False,True,False,False,True,False,True,False
269.06,5032.0,44,2022,0,False,False,False,False,True,False,False,False,True,True,False
76.57,7853.0,44,2022,0,True,False,False,False,True,False,False,True,False,True,False
76.57,5032.0,44,2022,0,True,False,False,False,True,False,False,False,True,True,False
298.83,7853.0,44,2022,0,True,False,False,False,True,False,False,True,False,True,False
298.83,5032.0,44,2022,0,True,False,False,False,True,False,False,False,True,True,False
212.9,7853.0,44,2022,0,False,True,False,False,True,False,False,True,False,True,False
212.9,5032.0,44,2022,0,False,True,False,False,True,False,False,False,True,True,False
135.67,6454.0,19,2022,0,False,False,True,False,False,False,False,False,True,False,False
471.59,6454.0,19,2022,0,False,False,False,False,False,False,False,False,True,False,False
172.58,6454.0,19,2022,0,False,True,False,False,False,False,False,False,True,False,False
97.55,4092.0,6,2022,0,False,True,False,False,True,False,False,True,False,True,False
72.0,4092.0,6,2022,0,False,True,False,False,True,False,False,True,False,True,False
445.86,4092.0,6,2022,0,False,False,False,True,True,False,False,True,False,True,False
54.72,4092.0,6,2022,0,False,True,False,False,True,False,False,True,False,True,False
452.54,4092.0,6,2022,0,False,False,False,False,True,False,False,True,False,True,False
198.88,4092.0,6,2022,0,True,False,False,False,True,False,False,True,False,True,False
487.83,9496.0,3,2022,0,True,False,False,False,False,False,False,True,False,True,False
489.73,9496.0,3,2022,0,True,False,False,False,False,False,False,True,False,True,False
288.97,9496.0,3,2022,0,True,False,False,False,False,False,False,True,False,True,False
426.1,9496.0,3,2022,0,False,False,True,False,False,False,False,True,False,True,False
413.56,9496.0,3,2022,0,False,False,True,False,False,False,False,True,False,True,False
269.85,9496.0,3,2022,0,True,False,False,False,False,False,False,True,False,True,False
495.59,9496.0,3,2022,0,False,False,False,False,False,False,False,True,False,True,False
95.14,9496.0,3,2022,0,False,False,False,True,False,False,False,True,False,True,False
200.11,9496.0,3,2022,0,False,False,True,False,False,False,False,True,False,True,False
431.43,5906.0,47,2022,0,False,False,False,False,False,True,False,True,False,True,False
24.88,5906.0,47,2022,0,False,False,False,True,False,True,False,True,False,True,False
418.55,5906.0,47,2022,0,False,False,False,True,False,True,False,True,False,True,False
439.79,-1.0,26,2022,0,False,True,False,False,False,False,True,False,False,True,False
12.77,-1.0,26,2022,0,False,False,False,True,False,False,True,False,False,True,False
90.54,-1.0,26,2022,0,False,True,False,False,False,False,True,False,False,True,False
332.93,-1.0,26,2022,0,False,False,True,False,False,False,True,False,False,True,False
315.91,-1.0,26,2022,0,False,False,True,False,False,False,True,False,False,True,False
312.32,7375.0,20,2022,0,False,True,False,False,False,False,False,True,False,False,True
339.69,7375.0,20,2022,0,False,False,True,False,False,False,False,True,False,False,True
100.36,7375.0,20,2022,0,False,True,False,False,False,False,False,True,False,False,True
281.66,7375.0,20,2022,0,False,False,False,True,False,False,False,True,False,False,True
310.6,7375.0,20,2022,0,False,False,False,True,False,False,False,True,False,False,True
81.78,7375.0,20,2022,0,False,False,True,False,False,False,False,True,False,False,True
151.94,7375.0,20,2022,0,False,False,False,True,False,False,False,True,False,False,True
329.86,5924.0,38,2022,1,False,False,True,False,False,True,False,False,True,False,False
33.36,5924.0,38,2022,1,True,False,False,False,False,True,False,False,True,False,False
93.75,-1.0,10,2022,0,False,False,False,False,False,False,True,False,False,False,False
110.57,-1.0,10,2022,0,False,False,False,False,False,False,True,False,False,False,False
326.29,-1.0,10,2022,0,False,False,False,True,False,False,True,False,False,False,False
218.4,4688.0,25,2022,0,False,False,False,True,False,True,False,False,True,False,False
218.4,2976.0,25,2022,0,False,False,False,True,False,True,False,True,False,False,False
305.2,4688.0,25,2022,0,True,False,False,False,False,True,False,False,True,False,False
305.2,2976.0,25,2022,0,True,False,False,False,False,True,False,True,False,False,False
380.34,4688.0,25,2022,0,False,False,False,True,False,True,False,False,True,False,False
380.34,2976.0,25,2022,0,False,False,False,True,False,True,False,True,False,False,False
256.88,4688.0,25,2022,0,True,False,False,False,False,True,False,False,True,False,False
256.88,2976.0,25,2022,0,True,False,False,False,False,True,False,True,False,False,False
325.4,4688.0,25,2022,0,False,True,False,False,False,True,False,False,True,False,False
325.4,2976.0,25,2022,0,False,True,False,False,False,True,False,True,False,False,False
396.79,4688.0,25,2022,0,False,False,False,False,False,True,False,False,True,False,False
396.79,2976.0,25,2022,0,False,False,False,False,False,True,False,True,False,False,False
330.62,4688.0,25,2022,0,True,False,False,False,False,True,False,False,True,False,False
330.62,2976.0,25,2022,0,True,False,False,False,False,True,False,True,False,False,False
423.71,5996.0,35,2022,0,False,False,False,True,True,False,False,False,True,False,False
227.58,5996.0,35,2022,0,False,True,False,False,True,False,False,False,True,False,False
36.53,5996.0,35,2022,0,False,False,False,True,True,False,False,False,True,False,False
300.42,7946.0,49,2022,0,False,False,False,True,False,False,False,False,True,True,False
134.67,-1.0,24,2022,1,False,True,False,False,False,False,True,False,False,True,False
283.35,-1.0,21,2022,0,False,False,True,False,False,False,True,False,False,False,True
154.22,-1.0,21,2022,0,False,False,True,False,False,False,True,False,False,False,True
180.48,-1.0,21,2022,0,False,False,False,True,False,False,True,False,False,False,True
49.88,-1.0,21,2022,0,False,True,False,False,False,False,True,False,False,False,True
303.45,-1.0,21,2022,0,True,False,False,False,False,False,True,False,False,False,True
158.06,-1.0,21,2022,0,False,False,False,False,False,False,True,False,False,False,True
336.93,-1.0,21,2022,0,False,False,True,False,False,False,True,False,False,False,True
316.09,-1.0,34,2022,0,False,False,False,False,False,False,True,False,False,False,True
118.52,-1.0,34,2022,0,True,False,False,False,False,False,True,False,False,False,True
170.22,-1.0,34,2022,0,False,True,False,False,False,False,True,False,False,False,True
429.87,-1.0,34,2022,0,False,False,True,False,False,False,True,False,False,False,True
191.81,-1.0,34,2022,0,False,False,False,True,False,False,True,False,False,False,True
72.34,-1.0,34,2022,0,False,False,False,False,False,False,True,False,False,False,True
298.44,-1.0,34,2022,0,False,True,False,False,False,False,True,False,False,False,True
223.89,-1.0,18,2022,0,False,True,False,False,False,False,True,False,False,True,False
62.73,-1.0,18,2022,0,False,False,False,False,False,False,True,False,False,True,False
354.86,-1.0,18,2022,0,False,False,False,True,False,False,True,False,False,True,False
413.93,8594.0,19,2022,0,False,False,False,True,False,False,False,False,True,True,False
413.93,3511.0,19,2022,0,False,False,False,True,True,False,False,False,True,True,False
469.96,8594.0,19,2022,0,False,False,False,True,False,False,False,False,True,True,False
469.96,3511.0,19,2022,0,False,False,False,True,True,False,False,False,True,True,False
361.72,8594.0,19,2022,0,True,False,False,False,False,False,False,False,True,True,False
361.72,3511.0,19,2022,0,True,False,False,False,True,False,False,False,True,True,False
269.01,8594.0,19,2022,0,False,False,True,False,False,False,False,False,True,True,False
269.01,3511.0,19,2022,0,False,False,True,False,True,False,False,False,True,True,False
23.42,-1.0,3,2022,1,False,False,False,False,False,False,True,False,False,False,False
476.36,-1.0,3,2022,1,False,True,False,False,False,False,True,False,False,False,False
50.08,-1.0,3,2022,1,False,False,True,False,False,False,True,False,False,False,False
401.25,-1.0,6,2022,0,False,False,False,True,False,False,True,False,False,False,False
218.92,-1.0,20,2022,0,False,False,True,False,False,False,True,False,False,False,False
420.01,-1.0,20,2022,0,False,False,False,False,False,False,True,False,False,False,False
34.48,-1.0,20,2022,0,False,False,False,True,False,False,True,False,False,False,False
